Meter,SampleDate,SampleId,Region,SiteCode,TidalHeight,Transect,Blade,LongestBladeLength,LongestBladeWidth,SheathLength,ScannedBladeLength,ScannedBladeWidth,PrevalenceHand,GrazingScars,BrokenTip,EpiphyteDryMass,BladeAreaHand,Notes,Year,NumberLeaves,Prevalence,LesionArea,HealthyArea,BladeArea,Severity
m12,2020-07-03,BB.F.3.U.18,BB,F,U,3,18,322,5,62,251,5,NA,NA,N,0.00940000000000002,12.55,NA,2020,6,1,0.206023296,11.71769181,12.55,0.0164161988844622
m16,2020-07-03,BB.F.3.U.19,BB,F,U,3,19,204,3,53,158,3,NA,NA,Y,0.00679999999999997,4.74,NA,2020,3,0,0,5.163346496,5.163346496,0
m20,2020-07-03,BB.F.3.U.20,BB,F,U,3,20,310,5,64,213,6,NA,NA,Y,0.0215,12.78,NA,2020,5,1,2.5550664,8.386640288,12.78,0.199926948356808
m4,2020-07-03,BB.F.4.L.16,BB,F,L,4,16,643,6,135,643,6,NA,NA,N,0.00900000000000001,38.58,NA,2020,5,1,1.89895591,22.53382497,38.58,0.0492212522032141
m8,2020-07-03,BB.F.4.L.17,BB,F,L,4,17,631,7,165,631,7,NA,NA,N,0.0133,44.17,NA,2020,5,1,2.442994042,21.4170205,44.17,0.0553088983925741
m12,2020-07-03,BB.F.4.L.18,BB,F,L,4,18,740,8,175,605,7,NA,NA,N,0.0169,42.35,NA,2020,5,1,1.438082157,25.40581848,42.35,0.0339570757260921
m16,2020-07-03,BB.F.4.L.19,BB,F,L,4,19,825,8,215,785,8,NA,NA,N,0.0122,62.8,NA,2020,5,1,6.383683962,41.01941801,62.8,0.101651018503185
m20,2020-07-03,BB.F.4.L.20,BB,F,L,4,20,840,6,190,520,6,NA,NA,Y,0.00790000000000002,31.2,NA,2020,5,1,2.456621062,28.37239214,31.2,0.0787378545512821
m4,2020-07-03,BB.F.5.L.16,BB,F,L,5,16,610,6,110,260,6,NA,NA,Y,0.0111,15.6,NA,2020,4,1,3.726738502,10.13195963,15.6,0.238893493717949
m8,2020-07-03,BB.F.5.L.17,BB,F,L,5,17,840,6,190,640,6,NA,NA,Y,0.0132,38.4,NA,2020,3,1,8.495584544,8.141623578,38.4,0.221239180833333
m12,2020-07-03,BB.F.5.L.18,BB,F,L,5,18,720,7,190,630,6,NA,NA,N,0.0139,37.8,NA,2020,4,1,4.35327584,6.751164083,37.8,0.115166027513228
m16,2020-07-03,BB.F.5.L.19,BB,F,L,5,19,550,5,150,490,5,NA,NA,Y,0.021,24.5,NA,2020,4,1,2.310301376,7.6472216,24.5,0.0942980153469388
m20,2020-07-03,BB.F.5.L.20,BB,F,L,5,20,530,7,160,450,7,NA,NA,Y,0.0207,31.5,NA,2020,4,1,3.68188439,9.6037058300000009,31.5,0.116885218730159
m4,2020-07-03,BB.F.6.L.16,BB,F,L,6,16,735,7,136,372,7,NA,NA,Y,0.0235,26.04,NA,2020,5,1,1.067276179,22.54743401,26.04,0.0409860283794163
m8,2020-07-03,BB.F.6.L.17,BB,F,L,6,17,882,7,173,625,6,NA,NA,Y,NA,37.5,NA,2020,5,1,6.416385216,23.813902,37.5,0.17110360576
m12,2020-07-03,BB.F.6.L.18,BB,F,L,6,18,841,7,171,472,7,NA,NA,Y,0.0141,33.04,NA,2020,5,1,1.500050944,23.18116239,33.04,0.0454010576271186
m16,2020-07-03,BB.F.6.L.19,BB,F,L,6,19,1223,7,176,626,9,NA,NA,Y,0.00790000000000002,56.34,NA,2020,6,1,1.426270874,44.32391662,56.34,0.0253154219737309
m20,2020-07-03,BB.F.6.L.20,BB,F,L,6,20,878,6,182,434,7,NA,NA,Y,0.00630000000000003,30.38,NA,2020,5,1,3.475681318,9.885253024,30.38,0.114406889993417
m4,2020-07-20,SD.A.1.U.16,SD,A,U,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no eelgrass,2020,NA,NA,NA,NA,NA,NA
m8,2020-07-20,SD.A.1.U.17,SD,A,U,1,17,115,3,31,90,3,NA,NA,y,0.002,2.7,epiphyte load pretty much limited to diatoms etc. for these samples,2020,5,0,0,2.727417651,2.727417651,0
m12,2020-07-20,SD.A.1.U.18,SD,A,U,1,18,112,3,36,112,3,NA,NA,y,0.002,3.36,NA,2020,3,1,0.542204416,1.68809664,3.36,0.161370361904762
m16,2020-07-20,SD.A.1.U.19,SD,A,U,1,19,128,3,48,128,3,NA,NA,y,0.002,3.84,NA,2020,4,0,0,2.731516544,3.84,0
m20,2020-07-20,SD.A.1.U.20,SD,A,U,1,20,125,3,20,111,3,NA,NA,n,9.9999999999989e-4,3.33,NA,2020,5,1,0.12314656,1.479862099,3.33,0.0369809489489489
m4,2020-07-20,SD.A.2.U.16,SD,A,U,2,16,182,3,43,182,3,NA,NA,n,0.002,5.46,NA,2020,4,0,0,6.115242438,6.115242438,0
m8,2020-07-20,SD.A.2.U.17,SD,A,U,2,17,128,3,36,128,3,NA,NA,y,0.00100000000000011,3.84,NA,2020,4,1,0.073078944,4.509896691,4.582975635,0.0159457413305668
m12,2020-07-20,SD.A.2.U.18,SD,A,U,2,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no eelgrass,2020,NA,NA,NA,NA,NA,NA
m16,2020-07-20,SD.A.2.U.19,SD,A,U,2,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no eelgrass,2020,NA,NA,NA,NA,NA,NA
m20,2020-07-20,SD.A.2.U.20,SD,A,U,2,20,64,3,30,70,3,NA,NA,y,0.002,2.1,NA,2020,5,0,0,1.623952563,2.1,0
m4,2020-07-20,SD.A.3.U.16,SD,A,U,3,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no eelgrass,2020,NA,NA,NA,NA,NA,NA
m8,2020-07-20,SD.A.3.U.17,SD,A,U,3,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no eelgrass,2020,NA,NA,NA,NA,NA,NA
m12,2020-07-20,SD.A.3.U.18,SD,A,U,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no eelgrass,2020,NA,NA,NA,NA,NA,NA
m16,2020-07-20,SD.A.3.U.19,SD,A,U,3,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no eelgrass,2020,NA,NA,NA,NA,NA,NA
m20,2020-07-20,SD.A.3.U.20,SD,A,U,3,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no eelgrass,2020,NA,NA,NA,NA,NA,NA
m4,2020-07-20,SD.A.4.L.16,SD,A,L,4,16,120,4,36,120,4,NA,NA,y,0.002,4.8,NA,2020,4,0,0,4.186623488,4.8,0
m8,2020-07-20,SD.A.4.L.17,SD,A,L,4,17,123,3,33,95,3,NA,NA,y,0.004,2.85,NA,2020,4,0,0,2.86652832,2.86652832,0
m12,2020-07-20,SD.A.4.L.18,SD,A,L,4,18,120,3,28,114,3,NA,NA,y,0.00800000000000001,3.42,NA,2020,4,0,0,8.02340288,8.040661376,0
m16,2020-07-20,SD.A.4.L.19,SD,A,L,4,19,235,4,66,212,4,NA,NA,y,0.00800000000000001,8.48,NA,2020,4,0,0,3.605731277,8.48,0
m20,2020-07-20,SD.A.4.L.20,SD,A,L,4,20,220,3,52,220,3,NA,NA,y,0.00299999999999989,6.6,NA,2020,4,1,0.064000256,4.31372512,6.6,0.00969700848484848
m4,2020-07-20,SD.A.5.L.16,SD,A,L,5,16,121,3,35,120,3,NA,NA,y,0.002,3.6,NA,2020,4,0,0,3.6742259330000002,3.6742259330000002,0
m8,2020-07-20,SD.A.5.L.17,SD,A,L,5,17,144,3,26,109,3,NA,NA,y,0.002,3.27,NA,2020,5,0,0,3.227266842,3.27,0
m12,2020-07-20,SD.A.5.L.18,SD,A,L,5,18,125,4,78,135,4,NA,NA,n,0.00500000000000012,5.4,NA,2020,5,1,0.057348544,4.33267351,5.4,0.0106201007407407
m16,2020-07-20,SD.A.5.L.19,SD,A,L,5,19,162,3,35,113,3,NA,NA,y,0.002,3.39,NA,2020,6,0,0,3.907593158,3.907593158,0
m20,2020-07-20,SD.A.5.L.20,SD,A,L,5,20,128,4,33,112,4,NA,NA,y,0.00300000000000011,4.48,NA,2020,3,1,0.6114900864,3.244021965,4.48,0.136493322857143
m4,2020-07-20,SD.A.6.L.16,SD,A,L,6,16,115,2,39,115,2,NA,NA,n,0.00100000000000011,2.3,NA,2020,4,1,0.145438784,2.370004986,2.51544377,0.0578183403400029
m8,2020-07-20,SD.A.6.L.17,SD,A,L,6,17,155,3,35,155,3,NA,NA,y,0.002,4.65,NA,2020,5,1,2.736766003,2.753916634,5.490682637,0.498438205945065
m12,2020-07-20,SD.A.6.L.18,SD,A,L,6,18,120,4,63,120,4,NA,NA,n,0.00100000000000011,4.8,NA,2020,7,1,0.041708032,3.941570822,4.8,0.00868917333333333
m16,2020-07-20,SD.A.6.L.19,SD,A,L,6,19,141,3,71,141,3,NA,NA,y,9.9999999999989e-4,4.23,NA,2020,6,1,0.064000256,4.478579712,4.542579968,0.0140889662814627
m20,2020-07-20,SD.A.6.L.20,SD,A,L,6,20,196,4,35,160,4,NA,NA,n,0,6.4,NA,2020,5,1,0.305978752,6.068554611,6.4,0.04780918
m4,2020-07-08,SD.B.1.U.16,SD,B,U,1,16,160,3,33,131,3,NA,NA,n,0.002,3.93,NA,2020,NA,1,1.726622637,2.524468525,4.251091162,0.406159870772491
m8,2020-07-08,SD.B.1.U.17,SD,B,U,1,17,141,3,38,137,3,NA,NA,y,0.004,4.11,NA,2020,NA,1,0.734564736,3.171734035,4.11,0.178726213138686
m12,2020-07-08,SD.B.1.U.18,SD,B,U,1,18,404,3,117,386,3,NA,NA,y,0.0109999999999999,11.58,NA,2020,NA,1,0.4622400512,11.91077124,12.3730112912,0.0373587350986059
m16,2020-07-08,SD.B.1.U.19,SD,B,U,1,19,202,3,41,123,2,NA,NA,y,0.002,2.46,NA,2020,NA,0,0,3.158035104,3.158035104,0
m20,2020-07-08,SD.B.1.U.20,SD,B,U,1,20,154,3,37,150,2,NA,NA,n,0.00299999999999989,3,NA,2020,NA,1,1.016741146,2.641197082,3.657938228,0.277954706347217
m4,2020-07-08,SD.B.2.U.16,SD,B,U,2,16,222,3,61,198,3,NA,NA,n,0.00100000000000011,5.94,NA,2020,NA,1,4.567568832,0.7730368,5.94,0.768950981818182
m8,2020-07-08,SD.B.2.U.17,SD,B,U,2,17,133,3,32,132,3,NA,NA,n,0.002,3.96,NA,2020,NA,0,0,3.03461888,3.96,0
m12,2020-07-08,SD.B.2.U.18,SD,B,U,2,18,139,3,36,140,3,NA,NA,n,0,4.2,NA,2020,NA,1,0.022292224,2.378562323,4.2,0.00530767238095238
m16,2020-07-08,SD.B.2.U.19,SD,B,U,2,19,154,3,45,196,3,NA,NA,n,0.004,5.88,NA,2020,NA,1,0.57797984,2.765188589,5.88,0.0982958911564626
m20,2020-07-08,SD.B.2.U.20,SD,B,U,2,20,143,3,57,144,3,NA,NA,n,9.9999999999989e-4,4.32,NA,2020,NA,0,0,3.418278842,4.32,0
m4,2020-07-08,SD.B.3.U.16,SD,B,U,3,16,160,2,35,86,3,NA,NA,y,0.002,2.58,NA,2020,NA,1,2.296350758,0.002516864,2.58,0.890058433333333
m8,2020-07-08,SD.B.3.U.17,SD,B,U,3,17,132,3,55,126,3,NA,NA,y,0,3.78,NA,2020,NA,1,1.852717523,1.224562202,3.78,0.490136910846561
m12,2020-07-08,SD.B.3.U.18,SD,B,U,3,18,120,3,70,244,4,NA,NA,y,0.004,9.76,NA,2020,NA,1,0.756497408,6.658363712,9.76,0.0775099803278688
m16,2020-07-08,SD.B.3.U.19,SD,B,U,3,19,79,3,47,107,3,NA,NA,y,0,3.21,NA,2020,NA,0,0,2.013850752,3.21,0
m20,2020-07-08,SD.B.3.U.20,SD,B,U,3,20,167,3,45,151,3,NA,NA,n,0,4.53,NA,2020,NA,1,0.08359584,3.990308096,4.53,0.0184538278145695
m4,2020-07-08,SD.B.4.L.16,SD,B,L,4,16,200,3,50,160,2,NA,NA,y,0.00300000000000011,3.2,NA,2020,NA,1,3.548958016,0.6673824448,4.2163404608,0.841715238367309
m8,2020-07-08,SD.B.4.L.17,SD,B,L,4,17,204,3,34,156,2,NA,NA,y,0.0089999999999999,3.12,NA,2020,NA,1,2.312099136,0.517575104,3.12,0.741057415384615
m12,2020-07-08,SD.B.4.L.18,SD,B,L,4,18,120,3,35,83,2,NA,NA,y,0,1.66,NA,2020,NA,1,1.087393114,0.638025024,1.725418138,0.630220055099479
m16,2020-07-08,SD.B.4.L.19,SD,B,L,4,19,229,3,65,144,3,NA,NA,n,0.00299999999999989,4.32,NA,2020,NA,1,1.355870592,2.14337936,4.32,0.313858933333333
m20,2020-07-08,SD.B.4.L.20,SD,B,L,4,20,209,4,71,182,4,NA,NA,y,0,7.28,NA,2020,NA,1,6.666831162,1.012875962,7.679707124,0.868110079506204
m4,2020-07-08,SD.B.5.L.16,SD,B,L,5,16,250,4,47,NA,NA,NA,NA,n,0.032,NA,"This was the first set of scans we did. I scanned m4 in series between haphazardly sampled blades 3 and 5 (of the 15 gathered). All other scans were done such that blades from m4, m8, m12, m16, and m20 were together on a single scan while other scans covered blades 1-15. Because we processed SD_B_L5 differently we forgot to take shoot width and length measures.",2020,NA,1,1.164211398,3.729776717,4.893988115,0.237886028867073
m8,2020-07-08,SD.B.5.L.17,SD,B,L,5,17,191,3,58,NA,NA,NA,NA,y,0.00600000000000001,NA,NA,2020,NA,0,0,6.1371032,6.1371032,0
m12,2020-07-08,SD.B.5.L.18,SD,B,L,5,18,366,3,80,NA,NA,NA,NA,n,0.00700000000000012,NA,NA,2020,NA,0,0,8.436833747,8.436833747,0
m16,2020-07-08,SD.B.5.L.19,SD,B,L,5,19,189,3,53,NA,NA,NA,NA,y,0,NA,NA,2020,NA,1,3.471618381,2.551452902,6.023071283,0.576386733259919
m20,2020-07-08,SD.B.5.L.20,SD,B,L,5,20,263,3,63,NA,NA,NA,NA,n,0.002,NA,NA,2020,NA,1,0.9068440768,6.325652269,7.2324963458,0.125384657446335
m4,2020-07-08,SD.B.6.L.16,SD,B,L,6,16,324,4,109,209,3,NA,NA,y,0.002,6.27,NA,2020,NA,1,0.229034624,7.755195066,7.98422969,0.0286858761449284
m8,2020-07-08,SD.B.6.L.17,SD,B,L,6,17,238,3,49,224,3,NA,NA,n,0,6.72,NA,2020,NA,1,4.419091834,1.266396077,6.72,0.657602951488095
m12,2020-07-08,SD.B.6.L.18,SD,B,L,6,18,200,3,55,110,3,NA,NA,n,0.0329999999999999,3.3,NA,2020,NA,0,0,2.04585088,3.3,0
m16,2020-07-08,SD.B.6.L.19,SD,B,L,6,19,303,3,55,116,4,NA,NA,n,0.002,4.64,NA,2020,NA,0,0,3.759475712,4.64,0
m20,2020-07-08,SD.B.6.L.20,SD,B,L,6,20,385,4,98,297,5,NA,NA,y,0.00800000000000001,14.85,NA,2020,NA,1,0.09348352,11.4202704,14.85,0.00629518653198653
m4,2020-07-15,SD.C.1.U.16,SD,C,U,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,There was no eelgrass present in San Dieguito Lagoon when we went to sample.,2020,NA,NA,NA,NA,NA,NA
m8,2020-07-15,SD.C.1.U.17,SD,C,U,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA
m12,2020-07-15,SD.C.1.U.18,SD,C,U,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA
m16,2020-07-15,SD.C.1.U.19,SD,C,U,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA
m20,2020-07-15,SD.C.1.U.20,SD,C,U,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA
m4,2020-07-15,SD.C.2.U.16,SD,C,U,2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA
m8,2020-07-15,SD.C.2.U.17,SD,C,U,2,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA
m12,2020-07-15,SD.C.2.U.18,SD,C,U,2,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA
m16,2020-07-15,SD.C.2.U.19,SD,C,U,2,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA
m20,2020-07-15,SD.C.2.U.20,SD,C,U,2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA
m4,2020-07-15,SD.C.3.U.16,SD,C,U,3,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA
m8,2020-07-15,SD.C.3.U.17,SD,C,U,3,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA
m12,2020-07-15,SD.C.3.U.18,SD,C,U,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA
m16,2020-07-15,SD.C.3.U.19,SD,C,U,3,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA
m20,2020-07-15,SD.C.3.U.20,SD,C,U,3,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA
m4,2020-07-15,SD.C.4.L.16,SD,C,L,4,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA
m8,2020-07-15,SD.C.4.L.17,SD,C,L,4,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA
m12,2020-07-15,SD.C.4.L.18,SD,C,L,4,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA
m16,2020-07-15,SD.C.4.L.19,SD,C,L,4,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA
m20,2020-07-15,SD.C.4.L.20,SD,C,L,4,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA
m4,2020-07-15,SD.C.5.L.16,SD,C,L,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA
m8,2020-07-15,SD.C.5.L.17,SD,C,L,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA
m12,2020-07-15,SD.C.5.L.18,SD,C,L,5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA
m16,2020-07-15,SD.C.5.L.19,SD,C,L,5,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA
m20,2020-07-15,SD.C.5.L.20,SD,C,L,5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA
m4,2020-07-15,SD.C.6.L.16,SD,C,L,6,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA
m8,2020-07-15,SD.C.6.L.17,SD,C,L,6,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA
m12,2020-07-15,SD.C.6.L.18,SD,C,L,6,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA
m16,2020-07-15,SD.C.6.L.19,SD,C,L,6,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA
m20,2020-07-15,SD.C.6.L.20,SD,C,L,6,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA
m4,2020-07-15,SD.D.1.U.16,SD,D,U,1,16,240,3,67,240,3,NA,NA,y,0.00600000000000001,7.2,NA,2020,5,1,1.079986342,5.539078336,7.2,0.149998103055556
m8,2020-07-15,SD.D.1.U.17,SD,D,U,1,17,349,3,100,349,3,NA,NA,y,0.01,10.47,NA,2020,5,1,5.680741824,5.011076224,10.691818048,0.531316731962403
m12,2020-07-15,SD.D.1.U.18,SD,D,U,1,18,316,3,73,263,3,NA,NA,n,0.0089999999999999,7.89,NA,2020,4,1,1.971603392,5.383931648,7.89,0.249886361470215
m16,2020-07-15,SD.D.1.U.19,SD,D,U,1,19,305,3,71,305,3,NA,NA,n,0.0169999999999999,9.15,NA,2020,4,1,7.586115738,0.6731892096,9.15,0.829083687213115
m20,2020-07-15,SD.D.1.U.20,SD,D,U,1,20,267,3,81,267,3,NA,NA,n,0.00299999999999989,8.01,NA,2020,5,1,4.362803968,3.66473376,8.027537728,0.543479721407296
m4,2020-07-15,SD.D.2.U.16,SD,D,U,2,16,361,3,75,283,3,NA,NA,y,0.0089999999999999,8.49,NA,2020,5,1,3.191563328,4.678490624,8.49,0.375920297762073
m8,2020-07-15,SD.D.2.U.17,SD,D,U,2,17,340,2,92,352,3,NA,NA,n,0.0209999999999999,10.56,NA,2020,5,0,0,10.56574114,10.56574114,0
m12,2020-07-15,SD.D.2.U.18,SD,D,U,2,18,351,3,71,294,3,NA,NA,n,0.022,8.82,NA,2020,5,0,0,7.451535424,8.82,0
m16,2020-07-15,SD.D.2.U.19,SD,D,U,2,19,224,2,66,225,3,NA,NA,y,0.002,6.75,NA,2020,5,1,2.598302528,2.701565862,6.75,0.384933707851852
m20,2020-07-15,SD.D.2.U.20,SD,D,U,2,20,383,3,123,363,3,NA,NA,n,0.0069999999999999,10.89,NA,2020,5,0,0,13.23832711,13.23832711,0
m4,2020-07-15,SD.D.3.U.16,SD,D,U,3,16,314,4,100,307,3,NA,NA,n,0.0089999999999999,9.21,NA,2020,5,1,0.9453700736,9.021267546,9.9666376196,0.0948534610850978
m8,2020-07-15,SD.D.3.U.17,SD,D,U,3,17,361,3,64,390,3,NA,NA,n,0.0069999999999999,11.7,NA,2020,4,1,0.244135808,7.100612672,11.7,0.0208663083760684
m12,2020-07-15,SD.D.3.U.18,SD,D,U,3,18,270,3,68,228,3,NA,NA,n,0.00900000000000012,6.84,NA,2020,5,0,0,5.330070758,6.84,0
m16,2020-07-15,SD.D.3.U.19,SD,D,U,3,19,374,4,87,302,4,NA,NA,y,0.016,12.08,NA,2020,5,1,2.610814938,8.871280429,12.08,0.216127064403974
m20,2020-07-15,SD.D.3.U.20,SD,D,U,3,20,565,3,140,565,3,NA,NA,n,0.0209999999999999,16.95,NA,2020,5,1,3.620868416,13.87254088,17.493409296,0.206984719486781
m4,2020-07-15,SD.D.4.L.16,SD,D,L,4,16,202,2,55,143,2,NA,NA,y,0.00100000000000011,2.86,NA,2020,5,1,0.771598592,2.641988096,3.413586688,0.226037497366758
m8,2020-07-15,SD.D.4.L.17,SD,D,L,4,17,169,3,42,118,3,NA,NA,y,0.00499999999999989,3.54,NA,2020,4,1,1.578397325,2.112547776,3.690945101,0.427640423200107
m12,2020-07-15,SD.D.4.L.18,SD,D,L,4,18,105,2,28,104,2,NA,NA,n,0.032,2.08,NA,2020,5,0,0,2.1887728,2.1887728,0
m16,2020-07-15,SD.D.4.L.19,SD,D,L,4,19,153,3,45,153,3,NA,NA,n,0.0069999999999999,4.59,NA,2020,6,1,0.180135552,4.033706022,4.59,0.0392452183006536
m20,2020-07-15,SD.D.4.L.20,SD,D,L,4,20,234,4,40,115,4,NA,NA,n,0.002,4.6,NA,2020,6,0,0,3.208821824,4.6,0
m4,2020-07-15,SD.D.5.L.16,SD,D,L,5,16,289,4,111,289,4,NA,NA,n,0.0189999999999999,11.56,NA,2020,8,1,3.558126592,10.61179975,14.169926342,0.251104099352558
m8,2020-07-15,SD.D.5.L.17,SD,D,L,5,17,362,3,61,302,3,NA,NA,n,0.012,9.06,NA,2020,5,1,3.42383392,7.03283712,10.45667104,0.327430585403593
m12,2020-07-15,SD.D.5.L.18,SD,D,L,5,18,403,3,109,434,3,NA,NA,n,0.012,13.02,NA,2020,4,1,2.719129978,11.67562423,14.394754208,0.188897284296027
m16,2020-07-15,SD.D.5.L.19,SD,D,L,5,19,370,3,93,390,3,NA,NA,y,0.012,11.7,NA,2020,5,1,0.8451629312,7.912067603,11.7,0.072236147965812
m20,2020-07-15,SD.D.5.L.20,SD,D,L,5,20,259,3,77,259,3,NA,NA,n,0.0309999999999999,7.77,NA,2020,5,1,2.442436736,6.07373216,8.516168896,0.286799940892107
m4,2020-07-15,SD.D.6.L.16,SD,D,L,6,16,348,3,88,271,3,NA,NA,n,9.9999999999989e-4,8.13,NA,2020,6,1,6.570543136,0.537170688,8.13,0.808184887576876
m8,2020-07-15,SD.D.6.L.17,SD,D,L,6,17,315,3,109,273,3,NA,NA,y,0.012,8.19,NA,2020,4,1,3.949067482,0.3796689344,8.19,0.482181621733822
m12,2020-07-15,SD.D.6.L.18,SD,D,L,6,18,282,3,104,276,3,NA,NA,n,0.0399999999999998,8.28,NA,2020,5,1,0.76674464,9.798565037,10.565309677,0.0725719040369592
m16,2020-07-15,SD.D.6.L.19,SD,D,L,6,19,511,3,95,391,3,NA,NA,n,0.00299999999999989,11.73,NA,2020,5,1,0.1327286208,14.7307196,14.8634482208,0.00892986733820344
m20,2020-07-15,SD.D.6.L.20,SD,D,L,6,20,291,3,55,155,3,NA,NA,y,0.00499999999999989,4.65,NA,2020,4,0,0,5.895735942,5.895735942,0
m4,2020-07-30,SD.E.1.U.16,SD,E,U,1,16,144,4,32,143,4,NA,NA,y,0.002,5.72,NA,2020,4,0,0,4.273221587,5.72,0
m8,2020-07-30,SD.E.1.U.17,SD,E,U,1,17,127,3,28,86,3,NA,NA,n,0,2.58,NA,2020,5,0,0,2.207882989,2.58,0
m12,2020-07-30,SD.E.1.U.18,SD,E,U,1,18,77,2,20,77,2,NA,NA,n,0.00800000000000001,1.54,NA,2020,4,1,0.554249408,1.45611369,2.010363098,0.275696170781981
m16,2020-07-30,SD.E.1.U.19,SD,E,U,1,19,163,4,40,128,4,NA,NA,n,0.002,5.12,NA,2020,5,0,0,4.586319469,5.12,0
m20,2020-07-30,SD.E.1.U.20,SD,E,U,1,20,158,3,26,145,3,NA,NA,y,0.002,4.35,NA,2020,5,0,0,4.929278144,4.929278144,0
m4,2020-07-30,SD.E.2.U.16,SD,E,U,2,16,76,2,22,72,2,NA,NA,n,0.002,1.44,NA,2020,4,1,0.2254750592,1.568204026,1.7936790852,0.125705351119071
m8,2020-07-30,SD.E.2.U.17,SD,E,U,2,17,95,2,22,87,2,NA,NA,n,0,1.74,NA,2020,4,0,0,1.466289011,1.74,0
m12,2020-07-30,SD.E.2.U.18,SD,E,U,2,18,100,3,22,98,3,NA,NA,n,0.002,2.94,NA,2020,4,1,0.0265349376,2.400315219,2.94,0.00902548897959184
m16,2020-07-30,SD.E.2.U.19,SD,E,U,2,19,104,3,18,96,3,NA,NA,n,0.004,2.88,NA,2020,5,1,0.779688512,1.384814528,2.88,0.270725177777778
m20,2020-07-30,SD.E.2.U.20,SD,E,U,2,20,95,3,25,77,3,NA,NA,n,0,2.31,NA,2020,6,0,0,1.992906848,2.31,0
m4,2020-07-30,SD.E.3.U.16,SD,E,U,3,16,117,3,36,80,3,NA,NA,n,0.002,2.4,NA,2020,5,0,0,NA,2.4,0
